,domain,avg_score,sentence,group
329,news,-0.4,Head to the back of the Wal-Mart Supercenter in Raynham and you may be in for a surprise.,train
330,answers,0.4,YellowCard is something you might get in soccer.,train
331,answers,-0.6,The man & woman leave their parents & become one!,train
332,email,2.0,We welcome your imput and appreciate your support for this exciting new waiver and expansion.,train
333,answers,-0.2,Only you can answer that because only you know your life circumstances.,train
334,answers,-2.0,on my hawaiian tropic posters,train
335,answers,-1.25,Just look around the world today.,train
336,blog,-1.2,"In the meantime, let us know what you think.",train
337,answers,2.2,Applied ecology applies ecological principles to the management of populations of crops and animals.,train
338,answers,0.2,"Our estimate last year for the about the same size was around $35,000.",train
339,blog,0.0,Social Search went live in Google Labs this week.,train
340,news,1.0,Little hoses spray the crops with water instead of wastefully soaking them.,train
341,email,0.333333333333,Emilie Deas,train
342,news,1.0,"Richard Garside, director of the CCJS, said it was ""important that the council is in a position to give honest and impartial advice without fear or favour"".",train
343,answers,-1.0,They were animals I tell you!,train
344,email,-1.0,I wish we lived in Florida and could support you directly -- maybe you'll run for President one day??,train
345,email,2.5,The opportunity to use a prototype waiver may help to expedite Florida's efforts to expand the existing Consumer Directed Care program statewide over the next year and implement key objectives in the Consumer Directed Care Act which passed during this legislative session.,train
346,answers,-1.2,"Try this: Go to a mirror, and face it.",train
347,news,-0.2,"Still, she said, even in Baghdad, ""There are a lot of beautiful gardens but the people are out of the country"" because of the violence.",train
348,news,-0.2,"Tang and the others used Yee's tips to trade Acxiom's securities and earned more than $6 million in illegal profits, the SEC said.",train
349,news,0.2,Robert Kane works in hotel management.,train
350,blog,1.0,"Again, thank you for the work you do and please continue to spread the word for the Hoffman campaign.",train
351,news,1.2,"His longtime girlfriend, Darla Lexington, oversaw the corporation in charge of the collection and usually accompanied him on his trips to car auctions around the country.",train
352,answers,-1.8,I have never heard of a large dollhouse like that sorry = (,train
353,email,0.8,"I will be contacting your staff about this, but I wanted to be sure and let you know how I felt about Bob's appointment.",train
354,blog,-0.2,"We have just witnessed a woman, a moderate in her party, be awarded the nomination of the Republican Party, and then have it brutally snatched away from her: first by the fringe elements within the party, and then by some of the party regulars (including, ironically, Sarah Palin herself).",train
355,answers,0.0,Never sleep in them.,train
356,answers,-3.0,blisters that you get on your butt lol,train
357,answers,1.2,Do they form colonies?,train
358,answers,-2.4,"Who, s hoff anyway?",train
359,news,1.0,"Supervisor John Avalos, chair of the board's budget committee, said, ""I'm hoping this could be a good thing for the city - that we'll have a mayor who is more focused on what needs to get done and can turn his vision into practice.""",train
360,email,2.0,"Questions or requests for assistance will be further answered as soon as the appropriate individual has had an opportunity to review it, although some assistance may only be provided with signed releases and, therefore, are more appropriately handled by a call or letter to the district office.",train
361,email,-0.5,I would not hear the end of it from our supporters for some time.,train
362,answers,-1.4,Always go with the woman's.,train
363,email,1.2,I would really be interested in the major issues with each dept.,train
364,answers,1.6,He also was interested in procuring handguns and missiles.,train
365,blog,1.6,"But Allocco, who is embroiled in a breach-of-contract lawsuit with Jackson's estate, has an intriguing idea that could ensure the ""This Is It"" slogan is firmly relegated to the rearview mirror, turn it into ""This Is Now!""",train
366,news,2.4,"It is believed the discussions between the former Prime Minister, now a peace envoy to the region, and the supermarket chain, whose slogan is 'Every little helps', ended after the two sides failed to agree terms.",train
367,answers,0.6,I believe that it was salt and lemon juice.,train
368,answers,-1.4,yes but not for 15 years or so.,train
369,answers,1.0,Knead until stiff enough to hold its shape.,train
370,blog,1.4,Friends and family gathered today at Woodrow Wilson High School in Long Beach to mourn the death of a 16-year-old honors student and track athlete who was gunned down as she and her friends were leaving a football game the night before.,train
371,answers,-1.8,"Next year, I will be.......",train
372,answers,-1.4,Face That Can't Be Fogotten 51.,train
373,email,-1.5,John,train
374,answers,-1.2,Nothing is like steroids but steroids.,train
375,news,-2.0,"""My village Town Hall built with a huge sum of money has been swallowed,"" he said.",train
376,news,-0.4,"The largely online school has about 40,000 students registered for its introductory clergy-training course and more lighthearted fare about zombies, vampires and Harry Potter.",train
377,answers,-1.4,"As long you don't eat to much, you won't through up.",train
378,email,0.4,"By copy of this email, I am asking that Brian get in touch with you about your idea.",train
379,answers,-2.0,please I'll pick you if you answer one of my questions.,train
380,answers,-1.0,"That's cute, and could work on women as well.",train
381,answers,-2.8,cheers.........,train
382,answers,-3.0,hsm scene it?,train
383,blog,-2.0,Happy surfing!,train
384,news,-0.6,"""How dare he ...he has committed an pardonable sin and must own it up,"" he told TOI.",train
385,news,1.6,Abdullah has called a press conference for 10 a.m. Sunday to announce his final decision after Afghans and Westerners close to the challenger said he would withdraw.,train
386,blog,0.0,"""I miss being at sea,"" she said.",train
387,answers,-2.75,hips don't lie -- shakira,train
388,email,0.8,I know this is a very demanding time for you,train
389,answers,-2.2,ask her if she could hlep u in class.,train
390,email,1.6,"I am forwarding it to you in an attempt to seek your intervention if possible, to keep Frank Savage from proceeding.",train
391,answers,-2.6,N Carliona; isn't that where most race car drivers come from??,train
392,news,1.6,"But if the government established a link between the pirates and terrorist groups, the payment of ransoms would be considered as funding terrorism and be banned by law.",train
393,blog,-2.6,They're making it kind of a pain in the ass again (to see Trip).,train
394,news,1.2,"It will take awhile to determine whether the cars in effect belong to the foundation or to the separate corporation, Treece said.",train
395,email,-0.8,I never heard back from that office again.,train
396,news,-0.2,"The new fix isn't a vast departure from the original design; rather, it includes modifications designed to keep the brace from jiggling around.",train
397,answers,1.75,Parkinson's disease may affect your ability to control how you move.,train
398,email,1.4,I signed the reciprocal concealed weapon permit bill last legislative session.,train
399,email,1.2,Loretta wanted to hire Lucy and other individuals with disabilities to train the VR counselors.,train
400,email,0.2,I'm told that calls will need to be made from the highest levels of the WH to turn those Members around -- staff to staff calls won't cut it.,train
401,answers,-2.4,Don't bother with Tidy Cats it's not worth the money.,train
402,blog,-2.2,"I said [sarcastically], ""Yes. What are you captain of?""",train
403,email,1.2,Indeed the depth of the systemic problem should be of great concern....,train
404,answers,-2.6,ya'll give me your wallet.,train
405,news,0.6,"But Mike McGowan, who voted at Moody Park on the near northside, said Brown came off only as an ""old white guy"" in his ads.",train
